Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Waste,0,1761,0,44,20,1,-112704
Magnetite,61.15,2916,304.92,43,24,0,693774.72
Hematite,52.33,1784,250.01,61,34,0,276537.84
Hematite,56.28,1040,317.75,32,33,0,262860
Waste,0,2998,0,40,27,1,-200866
Magnetite,58.69,2697,306.34,62,29,0,580771.98
Hematite,64.75,1514,253.95,68,39,0,222482.3
Hematite,58.75,2496,323.6,59,37,0,568089.6
Magnetite,51.31,2487,341.42,45,35,0,650151.54
Magnetite,55.87,1016,278.95,63,31,0,187909.2
Magnetite,55.98,1938,310.82,37,29,0,474461.16
Magnetite,58.66,2316,315.87,62,21,0,539326.92
Waste,0,1701,0,40,24,1,-108864
Hematite,56.44,1470,300.26,47,23,0,338482.2
Hematite,59.14,2596,330.2,38,38,0,659903.2
Magnetite,53.51,1185,341.61,69,31,0,286307.85
Magnetite,62.74,2006,262.52,56,24,0,366135.12
Waste,0,2008,0,60,31,1,-182728
Magnetite,57.42,1264,345.29,36,35,0,346702.56
Magnetite,57.98,1368,265.86,36,26,0,278880.48
Hematite,58.65,2386,279.36,45,23,0,504304.96
Magnetite,57.16,2255,303.15,57,20,0,509968.25
Magnetite,63.61,1108,342.96,31,23,0,320167.68
Hematite,57.39,2625,288.33,67,29,0,504866.25
Waste,0,1843,0,47,24,1,-130853
Magnetite,52.04,2662,329.77,47,38,0,651577.74
Hematite,50.58,2175,281.27,47,28,0,448637.25
Hematite,54.06,2464,327.06,40,30,0,633395.84
Magnetite,54.56,1123,329.52,41,31,0,289194.96
Magnetite,64.02,1365,330.02,45,33,0,344007.3
Magnetite,62.23,2441,270.19,38,31,0,491104.79
Waste,0,2808,0,53,22,1,-210600
Magnetite,63.16,1033,252.35,68,28,0,161509.55
Hematite,53.93,2888,320.4,51,37,0,671171.2
Hematite,57.17,1299,346.82,60,23,0,342702.18
Waste,0,1989,0,47,30,1,-153153
Waste,0,1124,0,31,26,1,-64068
Waste,0,2892,0,38,33,1,-205332
Magnetite,61.34,1034,291.47,56,21,0,221761.98
Magnetite,56.54,1140,284.5,63,37,0,210330
Hematite,59.11,1372,288.17,64,24,0,274633.24
Magnetite,62.84,1582,313.21,49,33,0,365774.22
Hematite,54.58,2024,263.57,34,33,0,397857.68
Magnetite,61.48,2910,301.11,39,38,0,652160.1
Waste,0,1572,0,50,29,1,-124188
Hematite,51.7,1043,344.18,33,38,0,284926.74
Magnetite,55.45,1817,282.77,60,34,0,342995.09
Magnetite,53.55,1012,306.64,54,27,0,228347.68
Hematite,55.96,1030,276.13,45,29,0,208193.9
Magnetite,64.76,1274,333.27,52,24,0,327761.98
Hematite,58.45,2508,337.16,69,38,0,577241.28
Magnetite,61.59,2704,267.71,60,28,0,485935.84
Hematite,59.38,2665,281.88,50,31,0,535345.2
Hematite,62.18,1616,303.96,32,34,0,384543.36
Hematite,53.1,2514,297.98,45,29,0,563085.72
Magnetite,50.31,2664,328.32,36,34,0,688164.48
Magnetite,55.77,2541,284.49,60,20,0,519609.09
Magnetite,54.37,1269,265.03,53,34,0,225920.07
Magnetite,60.66,2323,301.6,67,28,0,479931.8
Waste,0,1288,0,53,20,1,-94024
Hematite,59.54,2687,263.04,52,31,0,483767.48
Hematite,62.2,2327,349.45,33,35,0,654934.15
Hematite,64.29,2653,299.01,33,28,0,631440.53
Hematite,50.69,1502,292.8,39,25,0,343657.6
Hematite,60.07,1623,326.95,67,20,0,389438.85
Hematite,58.31,2809,282.13,66,24,0,539693.17
Magnetite,64.92,1012,255.92,64,30,0,163863.04
Hematite,54.89,2768,315.43,60,21,0,648902.24
Hematite,60.3,1067,280.02,43,26,0,225158.34
Magnetite,51.46,2467,294.98,68,38,0,466213.66
Hematite,61.45,1231,266.3,61,20,0,228104.3
Hematite,60.58,1024,261.71,40,26,0,200407.04
Hematite,54.22,2647,256.52,67,34,0,411661.44
Hematite,57.7,2842,271.47,61,37,0,493001.74
Magnetite,58.56,1564,316.99,58,38,0,345628.36
Hematite,62.14,2387,253.7,68,21,0,393138.9
Hematite,57.1,1219,287.2,30,25,0,283051.8
Waste,0,1061,0,48,23,1,-75331
Hematite,60.16,2695,302.83,59,22,0,597831.85
Magnetite,57.16,2128,299.46,40,20,0,509570.88
Hematite,64.53,2603,262.76,47,33,0,475724.28
Magnetite,63.08,2858,289.63,46,21,0,636276.54
Magnetite,56,1269,255.29,67,33,0,197063.01
Magnetite,60.92,1854,348.45,68,37,0,451356.3
Waste,0,2457,0,54,26,1,-196560
Hematite,50.2,2709,254.65,66,21,0,454163.85
Hematite,56.73,2071,340.97,63,37,0,499048.87
Waste,0,2070,0,65,34,1,-204930
Waste,0,2661,0,37,21,1,-154338
Magnetite,51.63,2838,254.59,37,35,0,518190.42
Waste,0,1363,0,63,28,1,-124033
Magnetite,58.19,1282,295.71,56,21,0,280386.22
Waste,0,2689,0,67,21,1,-236632
Magnetite,56.63,1481,347.06,53,39,0,377743.86
Magnetite,64.11,2293,318.95,40,25,0,582307.35
Waste,0,2021,0,66,38,1,-210184
Hematite,56.89,1337,290.55,40,23,0,304234.35
Hematite,62.94,2798,274.72,49,28,0,553220.56
Magnetite,51.99,1327,266.04,47,22,0,261472.08
Hematite,57.65,1188,310.16,31,21,0,306694.08
Hematite,58.77,1177,286.11,43,33,0,247299.47
Magnetite,57.21,1127,331.5,49,31,0,283440.5
Hematite,53.29,2738,292.69,36,39,0,596035.22
Magnetite,51.47,1775,330.39,39,33,0,458642.25
Magnetite,60.36,1957,326.85,31,30,0,520268.45
Waste,0,1115,0,66,25,1,-101465
Waste,0,1128,0,51,25,1,-85728
Magnetite,52.67,2568,343.35,66,24,0,650602.8
Hematite,63.63,2669,299.8,64,27,0,557287.2
Magnetite,62.55,2929,332.34,59,20,0,742032.86
Hematite,64.27,1764,279.13,39,24,0,381253.32
Magnetite,63.97,1305,312.53,66,26,0,287791.65
Magnetite,56.68,1367,300.54,49,24,0,311047.18
Magnetite,63.04,1796,293.47,32,20,0,433680.12
Magnetite,50.58,1776,322.44,42,37,0,432349.44
Magnetite,63.53,1334,253.02,65,23,0,220136.68
Magnetite,59.69,2468,322.64,41,33,0,613643.52
Waste,0,2954,0,39,34,1,-215642
Waste,0,2594,0,32,20,1,-134888
Magnetite,59.97,1363,289.83,49,22,0,298265.29
Magnetite,63.59,2198,251.8,33,26,0,423774.4
Hematite,54.19,2743,273.22,31,27,0,590348.46
Hematite,58.11,2207,304.58,48,20,0,522132.06
Magnetite,55.18,1863,256.93,51,24,0,338935.59
Magnetite,62.44,1781,324.24,61,27,0,420743.44
Magnetite,59.24,2132,341.65,57,30,0,542913.8
Magnetite,61.27,2085,314.94,69,26,0,458574.9
Magnetite,57.35,2188,342.84,68,21,0,555401.92
Hematite,54.22,1624,288.42,34,32,0,361210.08
Waste,0,1878,0,66,25,1,-170898
Waste,0,1053,0,58,38,1,-101088
Hematite,64.83,2273,258.33,52,35,0,389433.09
Magnetite,58.45,1556,298.83,34,33,0,360727.48
Hematite,56.69,1954,324.86,51,24,0,488226.44
Magnetite,62.62,1823,258.8,68,32,0,289492.4
Magnetite,62.81,2752,339.21,51,34,0,699585.92
Hematite,50.05,2731,345.22,63,33,0,680619.82
Hematite,62.98,1403,323.97,47,27,0,350707.91
Hematite,57.93,1893,319.32,67,32,0,417065.76
Magnetite,62.67,2659,342.65,30,28,0,756884.35
Hematite,63.09,1668,269.72,39,25,0,343140.96
Waste,0,2765,0,69,38,1,-295855
Hematite,52.64,1178,296.3,40,28,0,268937.4
Hematite,50.02,2554,294.8,59,23,0,543491.2
Hematite,59.24,1684,349.39,53,24,0,458704.76
Waste,0,1876,0,59,32,1,-170716
Waste,0,1608,0,67,20,1,-139896
Magnetite,57.71,1640,309.95,34,31,0,401718
Waste,0,2174,0,61,28,1,-193486
Hematite,59.63,2063,270,56,28,0,383718
Waste,0,1462,0,56,25,1,-118422
Magnetite,61.66,1187,291,68,23,0,237400
Hematite,56.25,2507,345.15,68,23,0,637154.05
Magnetite,62.68,2987,316.72,46,32,0,713056.64
Magnetite,60.42,1600,320.74,39,20,0,418784
Hematite,61.78,2593,313.45,51,32,0,597556.85
Magnetite,55.6,1833,301.42,33,35,0,427858.86
Hematite,60.34,2281,288.81,53,20,0,492262.61
Hematite,58.04,2692,267.1,39,35,0,519825.2
Hematite,52.2,1700,250.53,39,30,0,308601
Hematite,52.22,1660,298.54,64,20,0,356136.4
Waste,0,1919,0,62,26,1,-168872
Magnetite,64.06,1793,295.84,34,35,0,406724.12
Waste,0,1884,0,44,25,1,-129996
Magnetite,52.78,1676,260.36,47,22,0,320719.36
Magnetite,55.63,2780,253.5,60,34,0,443410
Hematite,59.6,2049,325.25,56,25,0,500468.25
Hematite,59.82,2406,319.13,68,37,0,515196.78
Magnetite,54.51,2147,309.34,48,21,0,516009.98
Magnetite,57.04,1227,290.59,66,26,0,243669.93
Hematite,59.03,1603,315.31,45,21,0,399643.93
Waste,0,1998,0,33,20,1,-105894
Magnetite,54.92,1745,347.67,55,27,0,463594.15
Hematite,59.52,1991,268.36,53,24,0,380997.76
Hematite,60.32,2121,279.13,58,29,0,407507.73
Hematite,56.4,1149,288.05,64,27,0,226410.45
Hematite,54.11,2332,312.96,32,20,0,608558.72
Magnetite,59.67,1367,270.64,68,33,0,231897.88
Waste,0,2088,0,50,38,1,-183744
Magnetite,50.47,2774,290.02,57,28,0,568725.48
Magnetite,52.78,2970,293.79,42,29,0,661686.3
Hematite,59.95,1000,274.96,53,20,0,201960
Magnetite,52.63,1247,259.7,41,27,0,239049.9
Hematite,50.95,1972,345.48,57,24,0,521554.56
Hematite,61.12,2639,258.92,57,33,0,445779.88
Waste,0,2084,0,66,31,1,-202148
Hematite,58.79,2549,267.2,60,34,0,441486.8
Hematite,58.23,1162,288.18,54,32,0,234933.16
Hematite,54.35,2773,327.27,64,31,0,644084.71
Magnetite,51.26,1551,280.33,63,31,0,288997.83
Magnetite,52.31,2504,282.8,53,38,0,480267.2
Hematite,64.19,1839,343.46,38,39,0,490019.94
Waste,0,2469,0,66,35,1,-249369
Magnetite,64.26,1225,327.54,58,39,0,282411.5
Hematite,51.04,2937,301.3,69,29,0,597092.1
Hematite,56.97,2120,298.16,48,32,0,462499.2
Magnetite,51.96,2907,323.86,38,29,0,746692.02
Hematite,51.24,1388,331.08,52,26,0,351275.04
Hematite,52.26,2504,295.03,31,26,0,596027.12
Waste,0,2163,0,30,26,1,-121128
Hematite,63.15,1958,340,34,27,0,546282
Magnetite,54.07,2741,313.84,41,24,0,682070.44
Magnetite,53.55,1954,282.02,67,39,0,343943.08
Waste,0,1624,0,42,36,1,-126672
Hematite,63.93,2553,300.86,44,22,0,599597.58
Hematite,64.91,1404,311.98,47,28,0,332719.92
Magnetite,57.17,2009,327.02,48,34,0,492245.18
Hematite,55.68,1845,320.14,61,37,0,409848.3
Magnetite,53.45,1885,307.43,34,28,0,462635.55
Hematite,55.59,1746,254.15,67,33,0,269145.9
Magnetite,59.37,2284,281.53,53,25,0,464862.52
Magnetite,52.21,2871,327.53,34,33,0,747981.63
Magnetite,51.04,1509,326.55,59,28,0,361480.95
Magnetite,50.01,1549,334.13,41,28,0,410686.37
Magnetite,50.7,2978,288.95,32,20,0,705637.1
Waste,0,1139,0,46,21,1,-76313
Waste,0,1398,0,62,35,1,-135606
Hematite,60.91,2032,332.47,45,36,0,510987.04
Hematite,51.12,2871,327.77,36,34,0,740057.67
Waste,0,2709,0,41,34,1,-203175
Magnetite,58.39,1484,290.07,51,39,0,296903.88
Hematite,64.8,1804,315,45,27,0,438372
Waste,0,2076,0,58,22,1,-166080
Hematite,53.53,2554,294,65,21,0,531232
Hematite,62.16,2190,342.28,66,20,0,561253.2
Magnetite,64.2,2593,333.11,53,38,0,627791.23
Magnetite,50.79,2644,254.09,42,35,0,468225.96
Hematite,59.99,1552,275.11,63,22,0,295050.72
Hematite,53.95,2107,323.76,32,25,0,562063.32
Hematite,62.18,1312,295.54,56,39,0,263108.48
Magnetite,52.16,1133,280.12,58,32,0,215405.96
Magnetite,62.48,1869,348.94,63,39,0,461530.86
Hematite,52.43,1825,300.04,44,30,0,412523
Waste,0,2450,0,58,21,1,-193550
Waste,0,2984,0,56,21,1,-229768
Waste,0,2293,0,52,32,1,-192612
Hematite,54.32,1443,307.33,46,22,0,345353.19
Hematite,58.66,2399,264.47,39,29,0,471331.53
Hematite,60.44,2805,334.1,30,25,0,782875.5
Magnetite,55.51,2593,267.92,67,36,0,427637.56
Waste,0,1840,0,33,22,1,-101200
Hematite,60.1,1849,330.09,49,20,0,482755.41
Magnetite,58.24,1168,323.41,44,24,0,298318.88
Hematite,52.34,1909,333.44,65,31,0,453272.96
Waste,0,2002,0,63,35,1,-196196
Hematite,53.26,1656,344.13,34,22,0,477143.28
Waste,0,1947,0,50,23,1,-142131
Hematite,50.86,2650,283.67,37,31,0,571525.5
Hematite,50.16,2994,313.24,60,22,0,692332.56
Hematite,53.23,2367,345.38,63,28,0,602117.46
Magnetite,51.75,2199,324.49,52,30,0,533235.51
Magnetite,57.55,1573,345.31,61,25,0,407894.63
Hematite,50.95,1176,281.72,51,25,0,241926.72
Hematite,62.48,1025,263.59,57,24,0,187154.75
Hematite,57.66,1068,307.38,53,28,0,241773.84
Hematite,56.47,2660,309.28,54,23,0,617864.8
Magnetite,64.18,2940,252.9,51,22,0,528906
Waste,0,1961,0,63,37,1,-196100
Hematite,62.9,1696,325.1,45,26,0,430953.6
Hematite,53.01,1024,258.09,57,38,0,167004.16
Magnetite,53.11,1854,290.12,53,25,0,393270.48
Magnetite,59.82,1772,316.06,46,36,0,414754.32
Hematite,57.14,2040,332.38,33,21,0,567895.2
Hematite,62.6,1469,282.94,47,26,0,308401.86
Magnetite,57.37,1630,277.87,32,20,0,368168.1
Hematite,58.73,2991,323.85,48,38,0,711409.35
Hematite,56.42,1429,251.57,40,31,0,258034.53
Waste,0,2972,0,47,25,1,-213984
Hematite,56.61,1939,325.76,45,33,0,480406.64
Hematite,50.28,2694,279.49,49,38,0,518568.06
Magnetite,64.21,1888,295.47,36,36,0,421911.36
Hematite,64.01,1749,323.22,54,27,0,423642.78
Waste,0,2593,0,49,24,1,-189289
Waste,0,1161,0,37,33,1,-81270
Hematite,61.56,2148,283.94,50,26,0,446655.12
Waste,0,1226,0,61,37,1,-120148
Hematite,58.83,2732,284.8,45,39,0,548585.6
Hematite,56.7,2545,339.01,58,26,0,649000.45
Hematite,57.2,2243,319.02,54,26,0,536121.86
Hematite,62.24,2924,328.86,36,20,0,797842.64
Magnetite,52.84,2249,250.53,65,34,0,340790.97
Waste,0,1719,0,30,33,1,-108297
Hematite,64.33,1519,293.67,46,32,0,327602.73
Waste,0,1141,0,47,24,1,-81011
Magnetite,61.14,2949,302.6,46,27,0,677090.4
Hematite,63.46,1036,337.69,65,24,0,257642.84
Magnetite,52.94,1706,305.57,41,22,0,413824.42
Hematite,62.2,2554,310.87,35,36,0,612627.98
Hematite,54.27,2382,251.52,66,30,0,370448.64
Hematite,55.75,1921,333.12,56,25,0,484322.52
Magnetite,62.95,1412,280.51,67,37,0,249232.12
Hematite,59.56,2318,324.22,67,26,0,535967.96
Waste,0,2099,0,37,37,1,-155326
Magnetite,60.21,1286,283.82,42,35,0,265970.52
Magnetite,64.49,2575,290.91,37,38,0,555968.25
Magnetite,64.63,1612,284.59,34,31,0,353979.08
Magnetite,57.51,1570,291.46,43,36,0,333562.2
Waste,0,2753,0,55,31,1,-236758
Hematite,51.18,2945,323.53,41,33,0,734865.85
Magnetite,53.77,2130,327.64,32,31,0,563683.2
Hematite,59.02,2051,288.56,37,26,0,462623.56
Magnetite,62.59,1188,331.62,38,33,0,309616.56
Magnetite,56.14,1335,306.39,43,26,0,316915.65
Waste,0,2934,0,44,28,1,-211248
Hematite,55.18,1161,316.2,32,28,0,297448.2
Waste,0,1437,0,52,39,1,-130767
Magnetite,64.25,2304,313.59,31,30,0,581967.36
Waste,0,1854,0,47,33,1,-148320
Waste,0,1916,0,67,36,1,-197348
Waste,0,1141,0,34,31,1,-74165
Magnetite,52.26,1532,254.37,56,24,0,267134.84
Waste,0,2468,0,45,27,1,-177696
Waste,0,1668,0,45,21,1,-110088
Hematite,64.82,2067,261.48,57,36,0,348248.16
Hematite,59.36,2095,256.11,37,28,0,400375.45
Hematite,63.34,1182,349.78,34,35,0,331881.96
Hematite,52.1,2962,286.19,39,23,0,664050.78
Waste,0,1028,0,33,38,1,-72988
Hematite,63.11,1937,307.86,60,21,0,439427.82
Magnetite,50.24,1231,271.34,33,20,0,268776.54
Magnetite,61.78,2385,337.2,37,25,0,656352
Waste,0,2076,0,64,20,1,-174384
Hematite,62.31,1243,282.51,67,26,0,235560.93
Magnetite,58.48,2533,324.25,36,38,0,633883.25
Hematite,51.77,1723,332.68,64,24,0,421583.64
Magnetite,58.92,1452,330.69,36,29,0,385781.88
Waste,0,1398,0,43,33,1,-106248
Hematite,64.69,1802,330.06,55,37,0,428984.12
Magnetite,52.18,1952,328.88,67,28,0,456533.76
Hematite,60.42,1002,346.63,35,38,0,274177.26
Magnetite,58.85,2694,292.44,62,36,0,523821.36
Hematite,61.47,2392,312.17,30,29,0,605582.64
Magnetite,51.93,2654,340.22,61,39,0,637543.88
Magnetite,55.41,1066,260.42,65,27,0,179535.72
Magnetite,61.41,1436,273.97,51,34,0,271360.92
Hematite,62.4,1635,335.13,33,23,0,456377.55
Magnetite,51.88,1286,257.54,60,26,0,220600.44
Magnetite,59.08,1519,285.43,38,26,0,336352.17
Magnetite,55.64,1648,303.43,44,31,0,376452.64
Magnetite,64.96,2582,344.18,46,28,0,697604.76
Magnetite,54.67,1052,260.06,56,25,0,188371.12
Hematite,54.26,1248,294.78,53,27,0,268045.44
Hematite,60.64,2235,320.4,45,35,0,537294
Hematite,60.39,2000,269.42,49,22,0,396840
Hematite,51,1164,314.16,52,25,0,276054.24
Hematite,57.83,2653,272.98,36,32,0,543811.94
Hematite,63.45,1644,334.29,41,39,0,418052.76
Hematite,59.25,2153,266.95,56,36,0,376667.35
Magnetite,63.86,1438,259.09,31,36,0,276225.42
Hematite,62.65,2005,311.51,45,26,0,482222.55
Magnetite,57.97,1391,297.11,61,33,0,282526.01
Hematite,56.51,1375,334.83,31,29,0,377891.25
Waste,0,1851,0,30,20,1,-92550
Hematite,59.67,2375,284.24,65,20,0,473195
Magnetite,55.23,1791,321.91,62,23,0,424305.81
Hematite,57.52,2944,293.37,35,26,0,684097.28
Waste,0,1434,0,40,23,1,-90342
Magnetite,60.98,2144,294.57,67,20,0,445030.08
Magnetite,59.43,1289,316.99,41,28,0,319659.11
Waste,0,2251,0,47,25,1,-162072
Hematite,55.25,1184,260.53,49,27,0,218483.52
Hematite,64.26,1514,262.87,34,25,0,308659.18
Magnetite,52.53,1329,320.33,36,36,0,330030.57
Hematite,54.25,2586,343.17,55,37,0,649525.62
Magnetite,55.39,2657,313.42,62,25,0,601597.94
Waste,0,2653,0,64,24,1,-233464
Magnetite,63.86,1853,328.09,49,22,0,476387.77
Hematite,64.82,1479,344.97,60,26,0,383016.63
Magnetite,50.82,2180,303.26,38,39,0,493246.8
Waste,0,2998,0,58,37,1,-284810
Hematite,55.51,2215,330.41,64,39,0,503713.15
Waste,0,1963,0,45,20,1,-127595
Magnetite,53.25,2175,260.67,55,29,0,384257.25
Magnetite,62.81,2237,308.87,63,33,0,476190.19
Waste,0,2840,0,60,29,1,-252760
Hematite,59.63,2953,341,63,38,0,708720
Magnetite,54.76,2619,305.8,69,22,0,562561.2
Magnetite,58.56,1105,282.48,47,38,0,218215.4
Hematite,56.17,1551,300.88,31,35,0,364298.88
Waste,0,2153,0,39,20,1,-127027
Hematite,63.83,1052,296.37,66,28,0,212893.24
Hematite,55.4,2944,273.98,64,32,0,523973.12
Hematite,56.71,1308,261.95,63,31,0,219678.6
Hematite,53.17,1543,316.1,37,27,0,388990.3
Hematite,61.16,2773,262.85,43,24,0,543092.05
Hematite,55.56,1977,289.66,47,21,0,438221.82
Hematite,64.56,1884,264.43,50,34,0,339930.12
Magnetite,56.51,1344,264.44,67,30,0,225039.36
Hematite,52.3,1718,278.79,55,27,0,338085.22
Magnetite,63.14,2226,271.02,69,23,0,398498.52
Hematite,58.31,2159,254.42,38,21,0,421911.78
Magnetite,61.78,1044,273.54,43,30,0,209363.76
Hematite,60.11,1198,313.87,30,36,0,296948.26
Magnetite,50.64,1678,323.68,54,26,0,408895.04
Magnetite,57.65,2656,327.7,60,30,0,631331.2
Hematite,52.56,1406,267.43,58,39,0,239624.58
Hematite,54.25,2342,287.17,64,30,0,452404.14
Waste,0,2376,0,55,29,1,-199584
Hematite,64.72,2902,331.38,52,35,0,709190.76
Magnetite,55.28,1238,333.5,36,32,0,328689
Magnetite,64.17,1076,292.58,67,25,0,215824.08
Hematite,57.74,1931,262.03,66,26,0,328327.93
Magnetite,52.61,1073,250.33,48,27,0,188129.09
Magnetite,57.39,1664,308.05,61,37,0,349523.2
Waste,0,1599,0,48,30,1,-124722
Hematite,57.6,1093,291.48,32,34,0,246449.64
Magnetite,56.02,2839,308.03,45,23,0,681445.17
Magnetite,50.51,1434,294.29,60,32,0,290083.86
Waste,0,1932,0,30,21,1,-98532
Hematite,52.55,2951,308.87,57,31,0,651787.37
Magnetite,59.56,1285,333.81,61,31,0,310725.85
Magnetite,61.43,1334,313.77,37,34,0,323855.18
Hematite,59.49,1869,283.07,63,26,0,362716.83
Hematite,59.11,2090,319.31,69,39,0,441637.9
Magnetite,61.07,1090,289.39,51,24,0,233685.1
Magnetite,60.71,2789,259.64,61,36,0,453602.96
Hematite,57.53,2384,288.9,45,31,0,507553.6
Magnetite,55.65,2778,344.88,44,27,0,760838.64
Hematite,61.87,1606,279.16,35,25,0,351970.96
Hematite,62.61,1729,250.79,40,24,0,322959.91
Magnetite,50.02,1341,303.2,32,22,0,334177.2
Hematite,55.09,1911,317.95,55,35,0,435612.45
Hematite,52.75,1143,309.6,41,31,0,271576.8
Magnetite,60.36,1775,271.02,55,37,0,317760.5
Hematite,58.56,1065,332.63,34,36,0,279700.95
Magnetite,58.45,2044,312.23,47,26,0,488986.12
Hematite,52.42,1091,296.71,57,28,0,230975.61
Magnetite,53.09,2570,338,50,35,0,650210
Magnetite,56.58,1910,263.78,47,20,0,375849.8
Waste,0,1684,0,48,36,1,-141456
Magnetite,51.01,1587,296.64,53,34,0,332698.68
Waste,0,1303,0,40,20,1,-78180
Waste,0,2208,0,62,38,1,-220800
Waste,0,1939,0,30,32,1,-120218
Waste,0,1175,0,60,27,1,-102225
Waste,0,2191,0,37,21,1,-127078
Magnetite,62.12,2446,338.76,43,37,0,632926.96
Hematite,51.4,2926,258.61,51,29,0,522612.86
Waste,0,1176,0,43,20,1,-74088
Magnetite,58.06,2313,276.42,52,25,0,461258.46
Magnetite,59.6,2538,347.12,45,23,0,708406.56
Magnetite,64.45,2715,278.79,34,36,0,566864.85
Hematite,59.86,2211,276.57,46,23,0,458937.27
Hematite,61.59,2014,259.08,60,30,0,340527.12
Magnetite,55.45,2720,251.22,31,38,0,495638.4
Magnetite,59.46,1864,260.73,48,23,0,353656.72
Hematite,50.43,2963,273.46,35,20,0,647296.98
Magnetite,54.3,2503,346.9,68,20,0,648026.7
Hematite,57.99,2347,287.88,42,36,0,492588.36
Magnetite,53.24,2881,287.18,61,26,0,576718.58
Hematite,53.67,1360,269.52,63,34,0,234627.2
Magnetite,64.67,1615,254.67,67,22,0,267557.05
Waste,0,1038,0,36,31,1,-69546
Magnetite,55.52,2833,273.97,66,29,0,507022.01
Waste,0,2552,0,44,38,1,-209264
Magnetite,61.28,1002,339.53,56,37,0,247023.06
Magnetite,53.25,2072,304.98,63,21,0,457870.56
Hematite,60.62,1223,257.08,32,27,0,242251.84
Hematite,57.42,1974,263.95,54,30,0,355221.3
Hematite,53.34,1561,306.16,39,28,0,373328.76
Magnetite,52.31,2851,337.21,35,31,0,773219.71
Waste,0,1321,0,42,30,1,-95112
Magnetite,60.66,1350,288.59,37,23,0,308596.5
Magnetite,61.42,1400,297.76,57,34,0,289464
Hematite,57.71,1982,330.8,60,27,0,483211.6
Hematite,60.44,1149,313.9,69,35,0,241175.1
Waste,0,1126,0,42,24,1,-74316
Magnetite,53.19,2725,301.55,67,39,0,532873.75
Hematite,57.79,1718,323.93,51,28,0,420789.74
Hematite,51.91,1607,291.18,55,24,0,340973.26
Magnetite,62.35,1929,267.92,67,26,0,337420.68
Waste,0,2987,0,59,37,1,-286752
Hematite,56.43,1924,337.71,39,27,0,522770.04
Magnetite,64.02,2685,279.74,38,34,0,557781.9
Hematite,61.69,1088,296.32,67,32,0,214684.16
Hematite,57.49,1013,320.13,66,20,0,237173.69
Hematite,63.5,2206,316.58,36,27,0,559397.48
Magnetite,59.6,1049,348.58,39,35,0,288034.42
Hematite,53.06,1953,297.04,40,36,0,431691.12
Hematite,63.1,1735,252.86,58,37,0,273887.1
Hematite,51.72,2929,325.14,62,33,0,674080.06
Magnetite,61.67,1408,270.22,32,38,0,281909.76
Magnetite,61.89,2211,336.42,58,20,0,571366.62
Magnetite,55.87,2175,302.85,43,34,0,491223.75
Magnetite,54.74,1785,264.61,54,22,0,336668.85
Waste,0,2500,0,41,24,1,-162500
Magnetite,56.59,2639,348.83,51,38,0,685691.37
Magnetite,62.06,1306,277.47,41,25,0,276179.82
Waste,0,1355,0,63,37,1,-135500
Hematite,63.01,2992,255.85,37,32,0,559055.2
Hematite,64.05,1120,306.69,45,34,0,255012.8
Hematite,53.86,1938,345.11,50,29,0,515721.18
Magnetite,64.87,1697,262.89,53,37,0,293394.33
Waste,0,1659,0,56,22,1,-129402
Waste,0,1342,0,32,23,1,-73810
Hematite,56.68,1044,317.23,56,26,0,245580.12
Hematite,50.65,2866,281.85,68,30,0,526914.1
Hematite,52.67,2840,323.17,50,31,0,687762.8
Magnetite,60.9,1729,269.62,68,39,0,281169.98
Waste,0,1686,0,55,35,1,-151740
Hematite,64.7,2531,342.15,46,31,0,671094.65
Magnetite,53.73,2550,331.64,60,32,0,611082
Hematite,63.02,2351,326.84,35,36,0,601479.84
Hematite,53.01,1673,291.63,32,26,0,390862.99
Magnetite,60.54,1873,321.9,49,25,0,464316.7
Waste,0,2369,0,44,20,1,-151616
Hematite,58.89,1214,278.72,46,31,0,244888.08
Magnetite,63.4,1962,292.62,69,36,0,368110.44
Magnetite,54.94,1259,258.26,43,39,0,221911.34
